code,events
1898281,10m Air Rifle Mixed Team
1898282,Women's Road Race
1898283,Women's 66kg
1898297,Women's Cross-country
1898298,Women's 10km
1898306,Women's 54kg
1898307,Women's 100m
1898315,10m Air Rifle Men
1898315,50m Rifle 3 Positions Men
1898315,10m Air Rifle Mixed Team
1898321,Men's Road Race
1898323,Women -52 kg
1898330,Women -57 kg
1898335,Women -78 kg
1898336,Women -63 kg
1898339,Women -70 kg
1898369,Skeet Men
1898375,Men +80kg
1898406,Women's 75kg
1898472,Men -66 kg
1898475,Women
1898476,Women
1898499,Women -70 kg
1898531,Men's 80kg
1898562,Women's Individual Stroke Play
1898577,Women's Individual Stroke Play
1898581,Men's Individual Stroke Play
1898582,Men's Individual Stroke Play
1898638,Men's 63.5kg
1898787,Men's Road Race
1898794,Women
1898800,Men
1898802,Men
1898807,Women
1898808,Women
1898811,Men
1898813,Men
1898814,Men
1898815,Men
1898816,Women
1898817,Women
1898819,Women
1898822,Women
1898824,Men
1898825,Men
1898830,Women
1898832,Women
1898835,Women
1898839,Men
1898841,Women
1898845,Men
1898849,Women
1898850,Men
1898851,Women
1898854,Women
1898859,Women
1898870,Women
1898892,Men
1898904,Men -73 kg
1898936,Men's Individual
1898961,Men
1898963,Men
1898966,Women
1898982,Men
1898984,Women
1898985,Women
1898990,Men
1898993,Women
1898996,Men
1898998,Women
1899002,Women
1899004,Women
1899013,Men
1899015,Men
1899017,Women
1899018,Men
1899019,Men
1899020,Women
1899022,Women
1899023,Women
1899025,Women
1899028,Women
1899032,Women
1899033,Men
1899035,Men
1899036,Men
1899038,Men
1899043,Women
1899047,Men
1899048,Men
1899049,Men
1899050,Women
1899052,Men
1899089,Men's Freestyle 65kg
1899121,Men's Individual Stroke Play
1899127,Men's Freestyle 86kg
1899130,Men
1899130,Men's Horizontal Bar
1899130,Men's Vault
1899136,10m Air Pistol Women
1899136,25m Pistol Women
1899173,Women
1899176,Women
1899177,Women
1899178,Women
1899179,Women
1899180,Women
1899181,Men
1899185,Men
1899187,Men
1899193,Men
1899194,Women
1899196,Women
1899199,Women
1899200,Women
1899201,Women
1899202,Women
1899204,Women
1899206,Men
1899214,Men
1899225,Women
1899226,Men
1899227,Men
1899229,Women
1899231,Men
1899237,Men
1899239,Men
1899241,Women
1899246,Men
1899247,Men
1899252,Men
1899256,Men
1899257,Women
1899493,10m Air Pistol Women
1899493,25m Pistol Women
1899497,Men's 80kg
1899498,Women's 57kg
1899499,Men's 92kg
1899500,Women's 50kg
1899505,Women's 54kg
1899507,Women's 60kg
1899509,Women's 66kg
1899514,Men's +92kg
1899516,10m Air Rifle Women
1899516,50m Rifle 3 Positions Women
1899516,10m Air Rifle Mixed Team
1899551,Mixed Dinghy
1899554,Mixed Dinghy
1899561,Women's Skiff
1899562,Women's Skiff
1899571,10m Air Rifle Men
1899571,50m Rifle 3 Positions Men
1899576,10m Air Rifle Men
1899576,50m Rifle 3 Positions Men
1899576,10m Air Rifle Mixed Team
1899642,Men's Dinghy
1899644,Women's Dinghy
1899647,Mixed Multihull
1899650,Mixed Multihull
1899653,Women's Windsurfing
1899656,Men's Windsurfing
1899659,Men's Kite
1899661,Women's Kite
1899666,Women's 400m
1899728,Women's Kite
1899730,Men's Kite
1899731,Men's Dinghy
1899732,Women's Skiff
1899733,Mixed Multihull
1899736,Mixed Multihull
1899737,Mixed Dinghy
1899739,Mixed Dinghy
1899743,Men's Skiff
1899744,Men's Windsurfing
1899745,Women's Dinghy
1899746,Men's Skiff
1899747,Women's Skiff
1899748,Women's Windsurfing
1899751,4 x 400m Relay Mixed
1899832,Dressage Individual
1899832,Dressage Team
1899834,Dressage Individual
1899834,Dressage Team
1899843,Jumping Individual
1899843,Jumping Team
1899845,Jumping Individual
1899845,Jumping Team
1899846,Eventing Individual
1899846,Eventing Team
1899847,Eventing Individual
1899847,Eventing Team
1899848,Eventing Individual
1899848,Eventing Team
1899856,Jumping Team
1899857,Dressage Team
1899858,Dressage Individual
1899858,Dressage Team
1899866,Eventing Individual
1899866,Eventing Team
1899870,Dressage Individual
1900397,Women
1900424,Women's Doubles
1900424,Women's Singles
1900429,Men's Singles
1900430,Men's Doubles
1900430,Men's Singles
1900434,Men's Doubles
1900440,Men's Doubles
1900440,Mixed Doubles
1900441,Men's Doubles
1900442,Women's Doubles
1900442,Mixed Doubles
1900497,Men's 400m
1900626,Men
1900641,Men
1900644,Men
1900651,Men
1900653,Men
1900668,Men
1900672,Men
1900674,Men
1900680,Men
1900682,Men
1900683,Men
1900684,Men
1900690,Men
1900694,Men
1900695,Men
1900699,Men
1900702,Men
1900709,Men
1900718,Men
1900751,Women's 100m
1900838,Men's Synchronised 10m Platform
1900840,Men's Synchronised 3m Springboard
1900841,Women's 3m Springboard
1900841,Women's Synchronised 3m Springboard
1900845,Men's 3m Springboard
1900847,Men's 10m Platform
1900848,Men's 3m Springboard
1900848,Men's Synchronised 3m Springboard
1900852,Women's 3m Springboard
1900855,Women's 10m Platform
1900855,Women's Synchronised 10m Platform
1900856,Women's 10m Platform
1900856,Women's Synchronised 10m Platform
1900857,Men's 10m Platform
1900857,Men's Synchronised 10m Platform
1900913,Men's High Jump
1901020,Men's Marathon
1901025,Men's Four
1901026,Men's Four
1901027,Women's Quadruple Sculls
1901028,Women's Four
1901030,Men's Quadruple Sculls
1901036,Men's Eight
1901037,Women's Four
1901039,Women's Quadruple Sculls
1901040,Women's Pair
1901041,Men's Eight
1901044,Women's Eight
1901045,Men's Eight
1901048,Lightweight Women's Double Sculls
1901050,Men's Four
1901051,Men's Eight
1901056,Men's Eight
1901057,Men's Quadruple Sculls
1901059,Women's Eight
1901060,Women's Pair
1901062,Men's Eight
1901063,Women's Eight
1901064,Men's Eight
1901065,Women's Eight
1901066,Men's Pair
1901068,Men's Eight
1901071,Lightweight Women's Double Sculls
1901073,Men's Quadruple Sculls
1901074,Women's Quadruple Sculls
1901075,Women's Double Sculls
1901077,Women's Eight
1901079,Women's Eight
1901080,Women's Eight
1901086,Women's Four
1901089,Men's Eight
1901091,Women's Quadruple Sculls
1901092,Women's Four
1901094,Women's Eight
1901096,Women's Eight
1901097,Men's Quadruple Sculls
1901099,Women's Double Sculls
1901100,Men's Four
1901101,Men's Pair
1901251,Men's 110m Hurdles
1901273,Women's 49kg
1901275,Women's 59kg
1901276,Men's 100m Backstroke
1901284,Men's Marathon
1901295,Men's Marathon
1901298,Women's +81kg
1901303,Men's 73kg
1901306,Men's 89kg
1901331,Women's Doubles
1901331,Women's Singles
1901333,Men's Doubles
1901333,Men's Singles
1901333,Mixed Doubles
1901335,Men's Singles
1901336,Women's Doubles
1901336,Women's Singles
1901337,Women's Doubles
1901337,Women's Singles
1901339,Men's Doubles
1901342,Women's Doubles
1901342,Women's Singles
1901342,Mixed Doubles
1901377,Men's 50m Freestyle
1901479,25m Rapid Fire Pistol Men
1901483,Trap Men
1901487,Women's Marathon
1901490,Women's Marathon
1901497,Women's Marathon
1901503,Women's Marathon
1901517,Men's 80kg
1901527,Women
1901532,Women
1901538,Women's 3m Springboard
1901538,Women's Synchronised 3m Springboard
1901539,Women's 3m Springboard
1901539,Women's Synchronised 3m Springboard
1901544,Women's 10m Platform
1901544,Women's Synchronised 10m Platform
1901545,Women's 10m Platform
1901545,Women's Synchronised 10m Platform
1901549,Men's 3m Springboard
1901549,Men's Synchronised 3m Springboard
1901550,Men's 3m Springboard
1901551,Men's Synchronised 3m Springboard
1901554,Men's 10m Platform
1901554,Men's Synchronised 10m Platform
1901555,Men's Synchronised 10m Platform
1901556,Men's 10m Platform
1901561,Women
1901562,Women
1901580,Women
1901601,Men's 200m Breaststroke
1901602,Men's 100m Breaststroke
1901602,Mixed 4 x 100m Medley Relay
1901610,Relay Only Athlete
1901610,Mixed 4 x 100m Medley Relay
1901611,Duet
1901612,Men's 100m Freestyle
1901612,Men's 200m Freestyle
1901612,Men's 4 x 200m Freestyle Relay
1901619,Men's 50m Freestyle
1901630,Relay Only Athlete
1901630,Mixed 4 x 100m Medley Relay
1901637,Men's 200m Butterfly
1901639,Women's 10m Platform
1901642,Women's 200m Individual Medley
1901644,Women's 3m Springboard
1901647,Men's 4 x 200m Freestyle Relay
1901647,Relay Only Athlete
1901648,Men's 10m Platform
1901656,Women's 200m Backstroke
1901656,Mixed 4 x 100m Medley Relay
1901661,Men's 4 x 200m Freestyle Relay
1901661,Relay Only Athlete
1901663,Men's 100m Backstroke
1901663,Men's 200m Backstroke
1901666,Duet
1901670,Men's 4 x 200m Freestyle Relay
1901670,Relay Only Athlete
1901688,Men's 10m Platform
1901694,Men's 3m Springboard
1901696,Men's 4 x 200m Freestyle Relay
1901696,Relay Only Athlete
1901698,Men's 3m Springboard
1901706,Women
1901709,Men
1901710,Men
1901713,Men
1901716,Men
1901727,Women
1901732,Women
1901733,Women
1901737,Women
1901739,Women
1901740,Women
1901743,Women
1901744,Women
1901746,Women
1901747,Women
1901748,Women
1901750,Women
1901751,Women
1901752,Women
1901753,Women
1901756,Women
1901775,Women
1901877,Women
1901878,Women
1901879,Women
1901882,Women
1901883,Women
1901884,Women
1901885,Women
1901886,Women
1901887,Women
1901888,Women
1901890,Women
1901891,Women
1901894,Men
1901906,Men
1901919,Men
1901921,Men
1901924,Men
1901949,Men
1901952,Men
1901953,Men
1901954,Men
1901955,Men
1901957,Men
1901958,Men
1902055,Women's Street
1902063,Men's Street
1902064,Men's Park
1902067,Women's Park
1902069,Women's Street
1902075,Women's Park
1902076,Women's Park
1902078,Women's Street
1902080,Men's Street
1902081,Men's Street
1902104,Men's Single Sculls
1902110,Women's 50m Freestyle
1902121,Women's Individual
1902121,Women's Team
1902130,Men's Individual
1902130,Men's Team
1902135,Men's Individual
1902135,Men's Team
1902135,Mixed Team
1902144,Men's Individual
1902144,Men's Team
1902147,Women's Individual
1902147,Women's Team
1902147,Mixed Team
1902148,Women's Individual
1902148,Women's Team
1902180,Women
1902190,Women
1902253,Men's Dinghy
1902280,Men's Marathon
1902295,Men's Singles
1902295,Men's Team
1902300,Men's Team
1902301,Men's Singles
1902301,Men's Team
1902301,Mixed Doubles
1902307,Women's Singles
1902307,Women's Team
1902313,Women's Singles
1902313,Women's Team
1902313,Mixed Doubles
1902314,Women's Team
1902404,Men's Pole Vault
1902417,Women's 200m Freestyle
1902417,Women's 4 x 100m Freestyle Relay
1902417,Women's 4 x 200m Freestyle Relay
1902450,Men's 10km
1902450,Men's 1500m Freestyle
1902461,Men's Kite
1902464,Men's Foil Individual
1902464,Men's Foil Team
1902465,Men's Foil Team
1902466,Men's Foil Individual
1902466,Men's Foil Team
1902467,Men's Foil Individual
1902467,Men's Foil Team
1902471,Men's Sabre Individual
1902486,Women's Synchronised 10m Platform
1902487,Women's Synchronised 3m Springboard
1902488,Women's Synchronised 10m Platform
1902489,Women's Synchronised 3m Springboard
1902490,Men's 3m Springboard
1902491,Men's 3m Springboard
1902491,Men's Synchronised 3m Springboard
1902492,Men's Synchronised 10m Platform
1902493,Men's Synchronised 3m Springboard
1902494,Men's Synchronised 10m Platform
1902504,Women's Kite
1902511,Men's Épée Individual
1902547,Women's 10km
1902563,Women's Foil Individual
1902563,Women's Foil Team
1902564,Women's Foil Individual
1902564,Women's Foil Team
1902570,Women's Foil Individual
1902570,Women's Foil Team
1902580,Women's Dinghy
1902581,Men's Skiff
1902582,Men's Skiff
1902595,Women's Épée Individual
1902595,Women's Épée Team
1902596,Women's Épée Individual
1902596,Women's Épée Team
1902597,Women's Épée Team
1902598,Women's Épée Individual
1902598,Women's Épée Team
1902608,Men's 20km Race Walk
1902635,Men's Triple Jump
1902674,Men's High Jump
1902694,Men's Team
1902698,Women's Freestyle 50kg
1902703,Men's Singles
1902703,Men's Team
1902703,Mixed Doubles
1902709,Men's Singles
1902709,Men's Team
1902786,Women's Freestyle 62kg
1902787,Men's 73kg
1902793,Women's Singles
1902793,Women's Team
1902793,Mixed Doubles
1902794,Men's 800m
1902803,Women's Freestyle 76kg
1902805,Women's Team
1902841,Women -49kg
1902842,Women's Singles
1902842,Women's Team
1902843,Men's 400m Individual Medley
1902855,Women -67kg
1902869,Men
1902870,Men
1902875,Men
1902880,Men
1902881,Men
1902882,Men
1902886,Men
1902890,Men
1902892,Men
1902893,Men
1902901,Men
1902902,Men
1902910,Men
1902945,Women's 10km
1902946,Women's 10km
1902947,Men's 10km
1902948,Men's 10km
1902950,Women's 1500m Freestyle
1902950,Women's 400m Individual Medley
1902960,Men's 100m Backstroke
1902960,Men's 4 x 100m Freestyle Relay
1902994,10m Air Pistol Women
1903002,Men's 61kg
1903011,Men's 89kg
1903017,Men
1903019,Men
1903024,Men
1903031,Men -68kg
1903105,Women's 100m
1903105,Women's 4 x 100m Relay
1903107,Men's 4 x 400m Relay
1903108,Men's 800m
1903110,Men's Marathon
1903111,Women's Hammer Throw
1903112,Women's Heptathlon
1903114,Women's Singles
1903115,Men's 57kg
1903118,Women
1903120,Women's Road Race
1903120,Women's Individual Time Trial
1903120,Women's Madison
1903120,Women's Omnium
1903122,Women
1903123,Men
1903124,Men
1903125,Women
1903127,Men's Road Race
1903136,Men's Road Race
1903136,Men's Individual Time Trial
1903138,Women's Road Race
1903147,Men's Road Race
1903147,Men's Individual Time Trial
1903149,Women's Madison
1903149,Women's Omnium
1903150,Men's Madison
1903150,Men's Omnium
1903150,Men's Team Pursuit
1903151,Women's Keirin
1903151,Women's Sprint
1903152,Men's Team Pursuit
1903153,Men's Madison
1903153,Men's Team Pursuit
1903154,Women's Madison
1903158,Women's Madison
1903159,Men's Cross-country
1903160,Women's Cross-country
1903161,Men's Cross-country
1903163,Dressage Individual
1903163,Dressage Team
1903164,Dressage Team
1903165,Dressage Individual
1903165,Dressage Team
1903166,Dressage Individual
1903166,Dressage Team
1903170,Jumping Individual
1903170,Jumping Team
1903173,Jumping Individual
1903173,Jumping Team
1903174,Jumping Team
1903175,Eventing Individual
1903175,Eventing Team
1903176,Eventing Individual
1903176,Eventing Team
1903178,Eventing Individual
1903178,Eventing Team
1903180,Eventing Individual
1903180,Eventing Team
1903184,Women's Individual Stroke Play
1903185,Men's Individual Stroke Play
1903186,Men's Individual Stroke Play
1903188,Women
1903188,Women's All-Around
1903188,Women's Balance Beam
1903188,Women's Floor Exercise
1903188,Women's Uneven Bars
1903188,Women's Vault
1903189,Men
1903189,Men's Rings
1903194,Women
1903194,Women's Balance Beam
1903194,Women's Uneven Bars
1903196,Men
1903196,Men's Horizontal Bar
1903196,Men's Parallel Bars
1903202,Women
1903203,Women
1903205,Women
1903206,Men
1903207,Women
1903208,Women
1903209,Men
1903212,Men
1903213,Men
1903214,Men
1903219,Women
1903222,Men
1903223,Women
1903224,Men
1903226,Men
1903227,Women
1903228,Women
1903229,Men
1903230,Women
1903232,Women
1903233,Women
1903234,Women
1903237,Men
1903238,Women
1903240,Men
1903242,Men
1903243,Women
1903244,Men -81 kg
1903247,Men -60 kg
1903248,Women -70 kg
1903256,Men's Single Sculls
1903260,Lightweight Men's Double Sculls
1903264,Mixed Multihull
1903265,Men's Dinghy
1903266,Women's Skiff
1903267,Men's Skiff
1903268,Men's Skiff
1903269,Women's Skiff
1903270,Women's Dinghy
1903272,Mixed Multihull
1903278,Men's Doubles
1903281,Men's Doubles
1903284,Women -67kg
1903287,Men's Individual
1903291,Women's Individual
1903292,Women's Individual
1903297,Men's Singles
1903299,Women's 49kg
1903322,Men
1903327,Men
1903328,Men
1903333,Men
1903337,Men
1903339,Men
1903343,Men
1903352,Men
1903354,Men
1903358,Men
1903359,Men
1903476,Group All-Around
1903477,Men
1903477,Men's Rings
1903489,Women
1903489,Women's Balance Beam
1903489,Women's Floor Exercise
1903489,Women's Uneven Bars
1903489,Women's Vault
1903489,Women's Team
1903490,Women
1903490,Women's All-Around
1903490,Women's Balance Beam
1903490,Women's Floor Exercise
1903490,Women's Uneven Bars
1903490,Women's Vault
1903490,Women's Team
1903491,Women
1903491,Women's Balance Beam
1903491,Women's Floor Exercise
1903491,Women's Uneven Bars
1903491,Women's Vault
1903491,Women's Team
1903501,Women
1903501,Women's All-Around
1903501,Women's Balance Beam
1903501,Women's Floor Exercise
1903501,Women's Uneven Bars
1903501,Women's Vault
1903501,Women's Team
1903507,Group All-Around
1903508,Group All-Around
1903509,Individual All-Around
1903511,Group All-Around
1903517,Group All-Around
1903521,Men
1903523,Women
1903530,Women's 4 x 100m Freestyle Relay
1903530,Women's 4 x 200m Freestyle Relay
1903530,Relay Only Athlete
1903531,Men's 400m Freestyle
1903531,Men's 4 x 200m Freestyle Relay
1903540,Men's 4 x 100m Freestyle Relay
1903540,Men's 50m Freestyle
1903541,Women's 200m Individual Medley
1903541,Women's 400m Individual Medley
1903541,Women's 4 x 200m Freestyle Relay
1903545,Women's 100m Backstroke
1903545,Mixed 4 x 100m Medley Relay
1903546,Men's 200m Individual Medley
1903546,Men's 4 x 100m Freestyle Relay
1903546,Men's 4 x 200m Freestyle Relay
1903550,Men's 200m Backstroke
1903552,Men's 100m Butterfly
1903552,Men's 4 x 200m Freestyle Relay
1903554,Women's 100m Backstroke
1903554,Women's 4 x 200m Freestyle Relay
1903556,Women's 4 x 100m Freestyle Relay
1903556,Women's 4 x 200m Freestyle Relay
1903556,Relay Only Athlete
1903557,Women's 100m Freestyle
1903557,Women's 4 x 100m Freestyle Relay
1903557,Women's 50m Freestyle
1903557,Mixed 4 x 100m Medley Relay
1903591,Men's 1500m Freestyle
1903598,Relay Only Athlete
1903598,Mixed 4 x 100m Medley Relay
1903600,Women's 100m Butterfly
1903600,Women's 200m Butterfly
1903602,Men's 4 x 200m Freestyle Relay
1903602,Relay Only Athlete
1903608,Men's 100m Backstroke
1903608,Men's 200m Backstroke
1903610,Women's 4 x 100m Freestyle Relay
1903610,Relay Only Athlete
1903616,Men's 50m Freestyle
1903617,Men's 100m Freestyle
1903617,Men's 200m Freestyle
1903617,Men's 4 x 100m Freestyle Relay
1903617,Men's 4 x 200m Freestyle Relay
1903621,Men's 200m Freestyle
1903621,Men's 200m Individual Medley
1903621,Men's 4 x 100m Freestyle Relay
1903621,Men's 4 x 200m Freestyle Relay
1903622,Women's 200m Backstroke
1903622,Women's 400m Individual Medley
1903624,Women's 200m Butterfly
1903627,Men's 100m Freestyle
1903627,Men's 4 x 100m Freestyle Relay
1903628,Men's 100m Breaststroke
1903628,Mixed 4 x 100m Medley Relay
1903630,Women's 200m Individual Medley
1903630,Women's 4 x 200m Freestyle Relay
1903711,Women -48 kg
1903712,Women's Individual
1903730,Women's Individual Stroke Play
1903732,Men's Individual Stroke Play
1903740,Men's Individual Stroke Play
1903758,Team
1903759,Team
1903759,Duet
1903761,Team
1903762,Team
1903763,Team
1903767,Team
1903767,Duet
1903768,Team
1903769,Team
1903770,Team
1904038,Women -57kg
1904039,Women +67kg
1904040,Men -58kg
1904041,Men -80kg
1904050,Marathon Race Walk Relay Mixed
1904051,Men's 3000m Steeplechase
1904052,Men's 4 x 400m Relay
1904054,Men's 800m
1904055,Women's 4 x 400m Relay
1904061,Men's 800m
1904064,Women's 200m
1904077,Women's 4 x 400m Relay
